step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.5, 0.3333333333333333]
2.0	0.0	LONG_WALK	[0.25, 0.6666666666666666]
3.0	0.0	LONG_WALK	[0.75, 0.1111111111111111]
4.0	0.0	LONG_WALK	[0.125, 0.4444444444444444]
5.0	0.0	LONG_WALK	[0.625, 0.7777777777777777]
6.0	0.0	LONG_WALK	[0.375, 0.2222222222222222]
7.0	0.0	LONG_WALK	[0.875, 0.5555555555555556]
8.0	0.0	LONG_WALK	[0.0625, 0.8888888888888888]
9.0	0.0	LONG_WALK	[0.5625, 0.037037037037037035]
10.0	1.0	LONG_WALK	[0.3125, 0.37037037037037035]
11.0	0.0	LONG_WALK	[0.8125, 0.7037037037037037]
12.0	0.0	LONG_WALK	[0.1875, 0.14814814814814814]
13.0	0.0	LONG_WALK	[0.6875, 0.48148148148148145]
14.0	0.0	LONG_WALK	[0.4375, 0.8148148148148147]
15.0	0.0	LONG_WALK	[0.9375, 0.25925925925925924]
16.0	0.0	LONG_WALK	[0.03125, 0.5925925925925926]
17.0	0.0	LONG_WALK	[0.53125, 0.9259259259259258]
18.0	0.0	LONG_WALK	[0.28125, 0.07407407407407407]
19.0	0.0	LONG_WALK	[0.78125, 0.4074074074074074]
20.0	0.0	LONG_WALK	[0.15625, 0.7407407407407407]
