step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.5, 0.3333333333333333, 0.2, 0.14285714285714285, 0.09090909090909091]
2.0	0.0	LONG_WALK	[0.25, 0.6666666666666666, 0.4, 0.2857142857142857, 0.18181818181818182]
3.0	0.0	LONG_WALK	[0.75, 0.1111111111111111, 0.6000000000000001, 0.42857142857142855, 0.2727272727272727]
4.0	0.0	LONG_WALK	[0.125, 0.4444444444444444, 0.8, 0.5714285714285714, 0.36363636363636365]
5.0	0.0	LONG_WALK	[0.625, 0.7777777777777777, 0.04000000000000001, 0.7142857142857142, 0.4545454545454546]
6.0	0.0	LONG_WALK	[0.375, 0.2222222222222222, 0.24000000000000002, 0.8571428571428571, 0.5454545454545454]
7.0	0.0	LONG_WALK	[0.875, 0.5555555555555556, 0.44000000000000006, 0.02040816326530612, 0.6363636363636364]
8.0	0.0	LONG_WALK	[0.0625, 0.8888888888888888, 0.6400000000000001, 0.16326530612244897, 0.7272727272727273]
9.0	0.0	LONG_WALK	[0.5625, 0.037037037037037035, 0.8400000000000001, 0.30612244897959184, 0.8181818181818182]
10.0	0.0	LONG_WALK	[0.3125, 0.37037037037037035, 0.08000000000000002, 0.4489795918367347, 0.9090909090909092]
11.0	0.0	LONG_WALK	[0.8125, 0.7037037037037037, 0.28, 0.5918367346938775, 0.008264462809917356]
12.0	0.0	LONG_WALK	[0.1875, 0.14814814814814814, 0.48000000000000004, 0.7346938775510203, 0.09917355371900827]
13.0	0.0	LONG_WALK	[0.6875, 0.48148148148148145, 0.6800000000000002, 0.8775510204081632, 0.19008264462809918]
14.0	0.0	LONG_WALK	[0.4375, 0.8148148148148147, 0.8800000000000001, 0.04081632653061224, 0.28099173553719003]
15.0	0.0	LONG_WALK	[0.9375, 0.25925925925925924, 0.12000000000000002, 0.18367346938775508, 0.371900826446281]
16.0	0.0	LONG_WALK	[0.03125, 0.5925925925925926, 0.32000000000000006, 0.32653061224489793, 0.4628099173553719]
17.0	0.0	LONG_WALK	[0.53125, 0.9259259259259258, 0.52, 0.4693877551020408, 0.5537190082644627]
18.0	0.0	LONG_WALK	[0.28125, 0.07407407407407407, 0.7200000000000001, 0.6122448979591837, 0.6446280991735537]
19.0	0.0	LONG_WALK	[0.78125, 0.4074074074074074, 0.92, 0.7551020408163265, 0.7355371900826446]
20.0	0.0	LONG_WALK	[0.15625, 0.7407407407407407, 0.16000000000000003, 0.8979591836734694, 0.8264462809917356]
