step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.2, 0.2, 0.2, 0.2, 0.2]
2.0	0.0	LONG_WALK	[0.4, 0.4, 0.4, 0.4, 0.4]
3.0	0.0	LONG_WALK	[0.6000000000000001, 0.6000000000000001, 0.6000000000000001, 0.6000000000000001, 0.6000000000000001]
4.0	0.0	LONG_WALK	[0.8, 0.8, 0.8, 0.8, 0.8]
5.0	0.0	LONG_WALK	[0.04000000000000001, 0.24000000000000002, 0.44000000000000006, 0.6400000000000001, 0.8400000000000001]
6.0	0.0	LONG_WALK	[0.24000000000000002, 0.44000000000000006, 0.6400000000000001, 0.8400000000000001, 0.04000000000000001]
7.0	0.0	LONG_WALK	[0.44000000000000006, 0.6400000000000001, 0.8400000000000001, 0.04000000000000001, 0.24000000000000002]
8.0	0.0	LONG_WALK	[0.6400000000000001, 0.8400000000000001, 0.04000000000000001, 0.24000000000000002, 0.44000000000000006]
9.0	0.0	LONG_WALK	[0.8400000000000001, 0.04000000000000001, 0.24000000000000002, 0.44000000000000006, 0.6400000000000001]
10.0	0.0	LONG_WALK	[0.08000000000000002, 0.48000000000000004, 0.8800000000000001, 0.28, 0.6800000000000002]
11.0	0.0	LONG_WALK	[0.28, 0.6800000000000002, 0.08000000000000002, 0.48000000000000004, 0.8800000000000001]
12.0	0.0	LONG_WALK	[0.48000000000000004, 0.8800000000000001, 0.28, 0.6800000000000002, 0.08000000000000002]
13.0	0.0	LONG_WALK	[0.6800000000000002, 0.08000000000000002, 0.48000000000000004, 0.8800000000000001, 0.28]
14.0	0.0	LONG_WALK	[0.8800000000000001, 0.28, 0.6800000000000002, 0.08000000000000002, 0.48000000000000004]
15.0	0.0	LONG_WALK	[0.12000000000000002, 0.7200000000000001, 0.32000000000000006, 0.92, 0.52]
16.0	0.0	LONG_WALK	[0.32000000000000006, 0.92, 0.52, 0.12000000000000002, 0.7200000000000001]
17.0	0.0	LONG_WALK	[0.52, 0.12000000000000002, 0.7200000000000001, 0.32000000000000006, 0.92]
18.0	0.0	LONG_WALK	[0.7200000000000001, 0.32000000000000006, 0.92, 0.52, 0.12000000000000002]
19.0	0.0	LONG_WALK	[0.92, 0.52, 0.12000000000000002, 0.7200000000000001, 0.32000000000000006]
20.0	0.0	LONG_WALK	[0.16000000000000003, 0.9600000000000001, 0.7600000000000001, 0.56, 0.36000000000000004]
