iter	Passed	Remaining
455	373	3721
456	374	3719
457	374	3717
458	375	3715
459	376	3713
460	376	3710
461	377	3708
462	382	3744
463	382	3742
464	383	3739
465	384	3737
466	384	3735
467	385	3732
468	386	3730
469	386	3728
470	387	3726
471	388	3724
472	388	3721
473	389	3722
474	390	3719
475	391	3717
476	391	3715
477	392	3714
478	393	3711
479	393	3709
480	394	3707
481	395	3706
482	396	3704
483	396	3702
484	397	3700
485	398	3698
486	398	3696
487	399	3694
488	399	3689
489	400	3687
490	401	3685
491	401	3682
492	402	3679
493	403	3677
494	403	3675
495	404	3673
496	405	3671
497	405	3669
498	406	3666
499	407	3664
500	407	3662
501	409	3665
502	409	3663
503	410	3661
504	410	3656
505	411	3654
506	412	3652
507	412	3650
508	413	3648
509	414	3646
510	414	3644
511	415	3642
512	416	3641
513	416	3639
514	417	3637
515	418	3636
516	419	3634
517	419	3632
518	420	3630
519	421	3629
520	421	3627
521	422	3625
522	423	3623
523	423	3621
